# ident               redshift   spec1                      i-megacam   i-megacam_err   u-megacam   u-megacam_err   g-megacam   g-megacam_err   r-megacam   r-megacam_err   i-megacam   i-megacam_err   z-megacam   z-megacam_err   J-wircam   J-wircam_err   H-wircam   H-wircam_err   K-wircam   K-wircam_err  
  SPARTAN_comb_N324   0.8762     SPARTAN_comb_N324_1.spec   22.9965     0.0             24.1382     0.8558          23.9001     0.5074          23.6002     0.1717          22.9965     0.4204          22.6376     0.4079          21.8702    1.5518         22.1833    0.5903         22.1542    1.1168        
  SPARTAN_comb_N325   0.8762     SPARTAN_comb_N325_1.spec   23.7707     0.0             23.6842     0.0107          23.804      0.183           23.9221     0.2551          23.7707     0.4453          23.6545     0.1701          23.2541    1.1134         23.8511    1.2925         23.9698    0.5868        
  SPARTAN_comb_N326   0.8764     SPARTAN_comb_N326_1.spec   22.9901     0.0             23.4959     0.3247          23.4129     0.1152          23.2922     0.1956          22.9901     0.3918          22.6306     0.5298          21.772     0.9555         22.6038    0.7649         22.8571    1.6068        
  SPARTAN_comb_N327   0.8767     SPARTAN_comb_N327_1.spec   22.7537     0.0             24.0964     0.4941          23.92       0.4154          23.5652     0.2774          22.7537     0.27            22.405      0.1731          21.8436    0.0159         21.818     0.6433         21.7077    0.1318        
  SPARTAN_comb_N328   0.8767     SPARTAN_comb_N328_1.spec   23.4211     0.0             24.5361     0.5029          24.536      0.1462          24.2044     0.1064          23.4211     0.0827          23.0548     0.6202          22.6475    1.0156         22.5134    0.9576         22.3787    0.6388        
  SPARTAN_comb_N329   0.8768     SPARTAN_comb_N329_1.spec   23.7494     0.0             24.4122     0.4628          24.4743     0.1394          24.3705     0.2531          23.7494     0.1822          23.5628     0.1268          23.323     1.5179         23.5189    0.2014         23.582     0.1325        
  SPARTAN_comb_N330   0.877      SPARTAN_comb_N330_1.spec   23.1564     0.0             23.6985     0.9378          23.6695     0.3023          23.5875     0.3066          23.1564     0.1787          23.0113     0.3199          22.7057    0.2182         22.7539    0.475          22.5281    0.6574        
  SPARTAN_comb_N331   0.8772     SPARTAN_comb_N331_1.spec   23.7851     0.0             25.666      0.1469          25.1571     0.0257          24.5968     0.2459          23.7851     0.094           23.3663     0.0763          22.504     0.0959         22.1642    0.5363         21.646     0.3032        
  SPARTAN_comb_N332   0.8774     SPARTAN_comb_N332_1.spec   21.8847     0.0             24.5128     0.8448          23.9325     0.1012          23.1021     0.2232          21.8847     0.2478          21.247      0.2377          20.2021    1.42           19.6729    1.1894         19.2051    1.5271        
  SPARTAN_comb_N333   0.8774     SPARTAN_comb_N333_1.spec   22.261      0.0             23.0106     0.3541          22.7811     0.3189          22.5779     0.244           22.261      0.3071          21.9789     0.446           21.2268    0.2948         21.4547    0.4286         21.1386    1.0851        
  SPARTAN_comb_N334   0.8775     SPARTAN_comb_N334_1.spec   24.0547     0.0             26.0461     0.2731          25.5463     0.0846          24.9596     0.0633          24.0547     0.1836          23.5604     0.4155          22.5832    0.0649         22.5439    0.7298         22.3189    0.9469        
  SPARTAN_comb_N335   0.8776     SPARTAN_comb_N335_1.spec   22.4508     0.0             23.9619     0.1288          23.6851     0.1455          23.2762     0.1064          22.4508     0.2045          22.073      0.589           21.3894    0.8548         21.3987    0.0449         21.2689    0.0201        
  SPARTAN_comb_N336   0.8779     SPARTAN_comb_N336_1.spec   22.7622     0.0             23.4933     0.29            23.4513     0.1124          23.3129     0.2458          22.7622     0.2429          22.5815     0.6143          22.2825    0.3618         22.2518    0.9061         22.0115    1.2103        
  SPARTAN_comb_N337   0.878      SPARTAN_comb_N337_1.spec   23.6237     0.0             25.3513     0.2507          24.9511     0.0789          24.4562     0.2774          23.6237     0.092           23.228      0.2255          22.4891    0.5962         22.1654    1.2333         21.6948    1.0318        
  SPARTAN_comb_N338   0.8784     SPARTAN_comb_N338_1.spec   22.7655     0.0             25.2141     0.3442          24.8505     0.1967          23.9227     0.1167          22.7655     0.1466          22.126      0.5811          21.3094    1.0251         20.8379    0.2483         20.492     0.1058        
  SPARTAN_comb_N339   0.8787     SPARTAN_comb_N339_1.spec   22.235      0.0             24.3073     0.311           23.7851     0.3356          23.1677     0.085           22.235      0.1414          21.7611     0.7374          20.8687    0.9739         20.4388    0.4803         19.8855    0.6775        
  SPARTAN_comb_N340   0.8787     SPARTAN_comb_N340_1.spec   22.6618     0.0             22.7843     0.0699          22.7846     0.1887          22.8146     0.2121          22.6618     0.2069          22.5457     0.3496          22.1037    0.5212         22.458     1.451          22.2616    0.996         
  SPARTAN_comb_N341   0.8788     SPARTAN_comb_N341_1.spec   23.8269     0.0             27.2211     0.7217          26.5735     0.3343          25.3342     0.1981          23.8269     0.1633          22.8492     0.2805          21.4256    0.3951         20.4889    1.0588         19.6747    0.7163        
  SPARTAN_comb_N342   0.879      SPARTAN_comb_N342_1.spec   23.1655     0.0             25.1192     0.4643          24.9371     0.3443          24.2193     0.2427          23.1655     0.1982          22.5974     0.54            21.9435    0.5644         21.5741    0.7143         21.1661    0.7032        
  SPARTAN_comb_N343   0.8795     SPARTAN_comb_N343_1.spec   22.3198     0.0             27.4134     0.0332          25.7224     0.0493          23.7439     0.0352          22.3198     0.3134          21.5038     0.0954          20.4609    1.1177         19.8298    0.7027         19.4602    0.4925        
  SPARTAN_comb_N344   0.8796     SPARTAN_comb_N344_1.spec   23.6537     0.0             30.242      0.3517          27.852      0.3906          25.2776     0.149           23.6537     0.2525          22.6345     0.2022          21.4019    1.5558         20.6233    0.3496         19.9499    1.0287        
  SPARTAN_comb_N345   0.8797     SPARTAN_comb_N345_1.spec   23.5231     0.0             25.9816     0.2936          25.5936     0.0815          24.6809     0.1508          23.5231     0.1106          23.1678     0.1464          22.8853    1.122          22.7295    1.0757         22.6904    0.864         
  SPARTAN_comb_N346   0.8798     SPARTAN_comb_N346_1.spec   22.942      0.0             28.3056     0.2013          26.3938     0.0134          24.289      0.284           22.942      0.1758          22.1113     0.5763          21.1209    0.7652         20.5018    0.9483         20.2012    0.9722        
  SPARTAN_comb_N347   0.88       SPARTAN_comb_N347_1.spec   23.3405     0.0             24.1378     0.2796          24.0911     0.028           23.9245     0.2686          23.3405     0.1895          23.1039     0.366           22.7364    0.0471         22.6495    0.5632         22.3657    0.8383        
  SPARTAN_comb_N348   0.8801     SPARTAN_comb_N348_1.spec   22.7161     0.0             23.4753     0.1699          23.4358     0.001           23.2918     0.1271          22.7161     0.1109          22.489      0.6877          22.0875    0.6086         22.2293    0.952          22.1596    0.7218        
  SPARTAN_comb_N349   0.8804     SPARTAN_comb_N349_1.spec   22.2523     0.0             22.4439     0.826           22.5569     0.3811          22.6077     0.2437          22.2523     0.2272          22.1229     0.5088          21.791     0.0019         22.3433    0.6505         22.5083    0.301         
  SPARTAN_comb_N350   0.8805     SPARTAN_comb_N350_1.spec   22.8903     0.0             23.5073     0.2094          23.5728     0.0775          23.4905     0.142           22.8903     0.4731          22.7309     0.5724          22.5211    1.3878         22.7506    1.286          22.8316    1.1315        
  SPARTAN_comb_N351   0.8805     SPARTAN_comb_N351_1.spec   22.9581     0.0             24.4628     0.0207          24.0766     0.4321          23.6466     0.2311          22.9581     0.4655          22.6151     0.3076          21.8795    1.5963         21.6654    0.5509         21.2186    0.6042        
  SPARTAN_comb_N352   0.8807     SPARTAN_comb_N352_1.spec   22.0103     0.0             27.523      0.8384          25.7278     0.1329          23.6398     0.2716          22.0103     0.1103          21.0971     0.6188          19.8108    0.4708         19.0208    0.7072         18.504     0.9495        
  SPARTAN_comb_N353   0.8807     SPARTAN_comb_N353_1.spec   22.6647     0.0             23.8131     0.5193          23.4546     0.0667          23.1167     0.1168          22.6647     0.152           22.3287     0.6582          21.4726    0.6678         21.5209    0.5906         21.1014    0.1702        
  SPARTAN_comb_N354   0.881      SPARTAN_comb_N354_1.spec   21.8933     0.0             21.9416     0.1134          22.069      0.0292          22.1596     0.1696          21.8933     0.2923          21.7675     0.665           21.3632    0.3355         22.0713    0.1978         22.283     0.2916        
  SPARTAN_comb_N355   0.881      SPARTAN_comb_N355_1.spec   22.6933     0.0             23.3324     0.2963          23.3895     0.0655          23.2833     0.2456          22.6933     0.386           22.5014     0.4004          22.2944    0.019          22.2682    1.7412         22.0582    0.4955        
  SPARTAN_comb_N356   0.8811     SPARTAN_comb_N356_1.spec   23.1282     0.0             24.4734     0.0235          24.2962     0.0924          23.9425     0.2859          23.1282     0.0831          22.7866     0.0779          22.2308    1.0584         22.2175    0.7785         22.1121    0.7423        
  SPARTAN_comb_N357   0.8811     SPARTAN_comb_N357_1.spec   23.2851     0.0             23.0206     0.7002          23.1451     0.0806          23.3124     0.1274          23.2851     0.338           23.2411     0.1047          22.8849    0.8096         23.4449    0.6129         23.3476    0.9939        
  SPARTAN_comb_N358   0.8813     SPARTAN_comb_N358_1.spec   22.4332     0.0             24.062      0.4947          23.6675     0.1009          23.2031     0.2245          22.4332     0.385           22.0652     0.6426          21.3324    0.4864         21.0605    1.1675         20.6026    0.8516        
  SPARTAN_comb_N359   0.8813     SPARTAN_comb_N359_1.spec   22.9517     0.0             24.3988     0.2911          24.1222     0.4941          23.739      0.2331          22.9517     0.2081          22.6171     0.2949          21.9847    1.2478         22.024     1.0088         21.912     1.0151        
  SPARTAN_comb_N360   0.8814     SPARTAN_comb_N360_1.spec   22.0905     0.0             23.6594     0.1441          23.5371     0.0454          23.0201     0.2804          22.0905     0.2852          21.5862     0.1741          20.9733    1.1624         20.6316    1.181          20.2288    0.3579        
  SPARTAN_comb_N361   0.8816     SPARTAN_comb_N361_1.spec   21.0738     0.0             23.5133     0.5271          23.0544     0.1937          22.2508     0.3226          21.0738     0.3485          20.3442     0.0891          19.2318    0.893          18.5229    0.2617         17.8427    0.4061        
